mirId	Family/Cluster	Cancer	Profile	PubMed Article
hsa-miR-616		non-small cell lung cancer	up	MicroRNA-616 promotes the growth and metastasis of non-small cell lung cancer by targeting SOX7.
hsa-miR-376a		non-small cell lung cancer	down	MiR-376a suppresses the proliferation and invasion of non-small-cell lung cancer by targeting c-Myc.
hsa-miR-103		non-small cell lung cancer	down	MiR-103 Functions as a Tumor Suppressor by Directly Targeting Programmed Cell Death 10 in NSCLC.
hsa-miR-200c		non-small cell lung cancer	down	MicroRNA-200c inhibits epithelial-mesenchymal transition, invasion, and migration of lung cancer by targeting HMGB1.
hsa-miR-661		non-small cell lung cancer	up	MiR-661 promotes tumor invasion and metastasis by directly inhibiting RB1 in non small cell lung cancer.
hsa-miR-219		non-small cell lung cancer	down	MicroRNA-219 is downregulated in non-small cell lung cancer and inhibits cell growth and metastasis by targeting HMGA2.
hsa-miR-150-5p		non-small cell lung cancer	down	Long non-coding RNA linc00673 regulated non-small cell lung cancer proliferation, migration, invasion and epithelial mesenchymal transition by sponging miR-150-5p.
hsa-miR-375		non-small cell lung cancer	down	Down-regulated microRNA-375 expression as a predictive biomarker in non-small cell lung cancer brain metastasis and its prognostic significance.
hsa-miR-30a		non-small cell lung cancer	down	MiR-30 suppresses lung cancer cell 95D epithelial mesenchymal transition and invasion through targeted regulating Snail.
hsa-miR-605		non-small cell lung cancer	up	microRNA-605 promotes cell proliferation, migration and invasion in non-small cell lung cancer by directly targeting LATS2.
hsa-miR-145-3p		non-small cell lung cancer	down	microRNA-145-3p inhibits non-small cell lung cancer cell migration and invasion by targeting PDK1 via the mTOR signaling pathway.
hsa-miR-367		non-small cell lung cancer	up	miR-367 promotes tumor growth by inhibiting FBXW7 in NSCLC.
hsa-miR-96		non-small cell lung cancer	up	Identification and characterization of miR-96, a potential biomarker of NSCLC, through bioinformatic analysis.
hsa-miR-661		non-small cell lung cancer	up	MicroRNA-661 promotes non-small cell lung cancer progression by directly targeting RUNX3.
hsa-miR-202		non-small cell lung cancer	down	miR-202 functions as a tumor suppressor in non-small cell lung cancer by targeting STAT3.
hsa-miR-138		non-small cell lung cancer	down	MicroRNA-138 Inhibits Cell Growth, Invasion, and EMT of Non-Small Cell Lung Cancer Via SOX4/p53 Feedback Loop.
hsa-miR-330-3p		non-small cell lung cancer	up	MicroRNA-330-3p promotes cell invasion and metastasis in non-small cell lung cancer through GRIA3 by activating MAPK/ERK signaling pathway.
hsa-miR-129-5p		non-small cell lung cancer	down	MiR-129-5p inhibits non-small cell lung cancer cell stemness and chemoresistance through targeting DLK1.
hsa-miR-200b		non-small cell lung cancer	down	Overexpression of lncRNA HOXA11-AS promotes cell epithelial-mesenchymal transition by repressing miR-200b in non-small cell lung cancer.
hsa-miR-17-5p		non-small cell lung cancer	down	MicroRNA-17-5p inhibits proliferation and triggers apoptosis in non-small cell lung cancer by targeting transforming growth factor ? receptor 2.
hsa-miR-9-5p		non-small cell lung cancer	up	MiR-9-5p promotes cell growth and metastasis in non-small cell lung cancer through the repression of TGFBR2.
hsa-miR-211		non-small cell lung cancer	up	MicroRNA-211 promotes non-small-cell lung cancer proliferation and invasion by targeting MxA.
hsa-miR-124		non-small cell lung cancer	down	MiR-124 Inhibits Growth and Enhances Radiation-Induced Apoptosis in Non-Small Cell Lung Cancer by Inhibiting STAT3.
hsa-miR-106b-5p		non-small cell lung cancer	up	MiR-106b-5p Promotes Proliferation and Inhibits Apoptosis by Regulating BTG3 in Non-Small Cell Lung Cancer.
hsa-miR-30e-5p		non-small cell lung cancer	down	MicroRNA-30e-5p suppresses non-small cell lung cancer tumorigenesis by regulating USP22-mediated Sirt1/JAK/STAT3 signaling.
hsa-miR-455-3p		non-small cell lung cancer	down	miR-455-3p serves as prognostic factor and regulates the proliferation and migration of non-small cell lung cancer through targeting HOXB5.
hsa-miR-4465		non-small cell lung cancer	down	MicroRNA-4465 suppresses tumor proliferation and metastasis in non-small cell lung cancer by directly targeting the oncogene EZH2.
hsa-miR-335		non-small cell lung cancer	down	miR-335 inhibited cell proliferation of lung cancer cells by target Tra2?.
hsa-miR-16		non-small cell lung cancer	down	miR-16 mimics inhibit TGF-?1-induced epithelial-to-mesenchymal transition via activation of autophagy in non-small cell lung carcinoma cells.
hsa-miR-23b		non-small cell lung cancer	down	PDGFR-modulated miR-23b cluster and miR-125a-5p suppress lung tumorigenesis by targeting multiple components of KRAS and NF-kB pathways.
hsa-miR-125a-5p		non-small cell lung cancer	down	PDGFR-modulated miR-23b cluster and miR-125a-5p suppress lung tumorigenesis by targeting multiple components of KRAS and NF-kB pathways.
hsa-miR-142-5p		non-small cell lung cancer	down	MiR-142-5p Suppresses Tumorigenesis by Targeting PIK3CA in Non-Small Cell Lung Cancer.
hsa-miR-149		non-small cell lung cancer	down	miR-149 suppresses human non-small cell lung cancer growth and metastasis by inhibiting the FOXM1/cyclin D1/MMP2 axis.
hsa-miR-9		non-small cell lung cancer	up	TGF-?1-induced epithelial-mesenchymal transition in lung cancer cells involves upregulation of miR-9 and downregulation of its target, E-cadherin.
hsa-miR-342-3p		non-small cell lung cancer	down	miR-342-3p suppresses cell proliferation and migration by targeting AGR2 in non-small cell lung cancer.
hsa-miR-486-5p		non-small cell lung cancer	down	miR-30a-5p together with miR-210-3p as a promising biomarker for non-small cell lung cancer: A preliminary study.
hsa-miR-126-3p		non-small cell lung cancer	down	miR-30a-5p together with miR-210-3p as a promising biomarker for non-small cell lung cancer: A preliminary study.
hsa-miR-205-5p		non-small cell lung cancer	up	miR-30a-5p together with miR-210-3p as a promising biomarker for non-small cell lung cancer: A preliminary study.
hsa-miR-210-3p		non-small cell lung cancer	up	miR-30a-5p together with miR-210-3p as a promising biomarker for non-small cell lung cancer: A preliminary study.
hsa-miR-30a-5p		non-small cell lung cancer	down	miR-30a-5p together with miR-210-3p as a promising biomarker for non-small cell lung cancer: A preliminary study.
hsa-miR-98-5p		non-small cell lung cancer	down	NEAT1/has-mir-98-5p/MAPK6 axis is involved in non-small-cell lung cancer (NSCLC) development.
hsa-miR-186		non-small cell lung cancer	down	MiR-186 inhibits proliferation, migration, and invasion of non-small cell lung cancer cells by downregulating Yin Yang 1.
hsa-miR-34a		non-small cell lung cancer	down	MiR-34a modulates ionizing radiation-induced senescence in lung cancer cells.
hsa-miR-373		non-small cell lung cancer	down	MicroRNA-373 Inhibits Cell Proliferation and Invasion via Targeting BRF2 in Human Non-small Cell Lung Cancer A549 Cell Line.
hsa-miR-29c		non-small cell lung cancer	down	MicroRNA-29c inhibits proliferation and promotes apoptosis in non-small cell lung cancer cells by targeting VEGFA.
hsa-miR-485-5p		non-small cell lung cancer	down	MicroRNA-485-5p suppresses growth and metastasis in non-small cell lung cancer cells by targeting IGF2BP2.
hsa-miR-584		non-small cell lung cancer	down	MicroRNA-584 inhibits cell proliferation and invasion in non-small cell lung cancer by directly targeting MTDH.
hsa-miR-30a		non-small cell lung cancer	down	MicroRNA-30a suppresses non-small-cell lung cancer by targeting Myb-related protein B.
hsa-miR-494		non-small cell lung cancer	up	Prognostic and clinicopathological significance of microRNA-494 overexpression in cancers: a meta-analysis.
hsa-miR-195		non-small cell lung cancer	down	miR-195 targets cyclin D3 and survivin to modulate the tumorigenesis of non-small cell lung cancer.
hsa-miR-1253		non-small cell lung cancer	down	MicroRNA-1253 suppresses cell proliferation and invasion of non-small-cell lung carcinoma by targeting WNT5A.
hsa-miR-455-5p		non-small cell lung cancer	up	miR-455-5p promotes cell growth and invasion by targeting SOCO3 in non-small cell lung cancer.
hsa-miR-20a		non-small cell lung cancer	up	MicroRNA-20a promotes proliferation and invasion by directly targeting early growth response 2 in non-small cell lung carcinoma.
hsa-miR-760		non-small cell lung cancer	down	MiR-760 suppresses non-small cell lung cancer proliferation and metastasis by targeting ROS1.
hsa-miR-769-5p		non-small cell lung cancer	down	miR-769-5p suppressed cell proliferation, migration and invasion by targeting TGFBR1 in non-small cell lung carcinoma.
hsa-miR-145-5p		non-small cell lung cancer	down	miR-145-5p inhibits epithelial-mesenchymal transition via the JNK signaling pathway by targeting MAP3K1 in non-small cell lung cancer cells.
hsa-miR-200c		non-small cell lung cancer	down	The Downregulation of miR-200c Promotes Lactate Dehydrogenase A Expression and Non-Small Cell Lung Cancer Progression.
hsa-miR-93-5p		non-small cell lung cancer	up	MiR-93-5p up-regulation is involved in non-small cell lung cancer cells proliferation and migration and poor prognosis.
hsa-miR-135b	mir-135	non-small cell lung cancer	up	Downregulation of MicroRNA-135 Promotes Sensitivity of Non-Small Cell Lung Cancer to Gefitinib by Targeting TRIM16.
hsa-miR-381		non-small cell lung cancer	down	microRNA-381 suppresses the growth and increases cisplatin sensitivity in non-small cell lung cancer cells through inhibition of nuclear factor-?B signaling.
hsa-miR-494		non-small cell lung cancer	up	Upregulation of serum miR-494 predicts poor prognosis in non-small cell lung cancer patients.
hsa-miR-1290		non-small cell lung cancer	down	Overexpression of miR-1290 contributes to cell proliferation and invasion of non small cell lung cancer by targeting interferon regulatory factor 2.
hsa-miR-661		non-small cell lung cancer	up	Clinical impact of serum miR-661 in diagnosis and prognosis of non-small cell lung cancer.
hsa-miR-96		non-small cell lung cancer	up	miR-96 promotes invasion and metastasis by targeting GPC3 in non-small cell lung cancer cells.
hsa-miR-320a-3p		non-small cell lung cancer	down	MiR-320a-3p/ELF3 axis regulates cell metastasis and invasion in non-small cell lung cancer via PI3K/Akt pathway.
hsa-miR-29c		non-small cell lung cancer	down	MiR-29c reduces the cisplatin resistance of non-small cell lung cancer cells by negatively regulating the PI3K/Akt pathway.
hsa-miR-1275		non-small cell lung cancer	up	MiR-1275 promotes non-small cell lung cancer cell proliferation and metastasis by regulating LZTS3 expression.
hsa-miR-598		non-small cell lung cancer	down	MiR-598 Suppresses Invasion and Migration by Negative Regulation of Derlin-1 and Epithelial-Mesenchymal Transition in Non-Small Cell Lung Cancer.
hsa-miR-142-5p		non-small cell lung cancer	up	miR-142-5p regulates CD4+ T cells in human non-small cell lung cancer through PD-L1 expression via the PTEN pathway.
hsa-miR-137		non-small cell lung cancer	down	Aberrant microRNA-137 promoter methylation is associated with lymph node metastasis and poor clinical outcomes in non-small cell lung cancer.
hsa-miR-101		non-small cell lung cancer	down	MiR-101 inhibits the proliferation and metastasis of lung cancer by targeting zinc finger E-box binding homeobox 1.
hsa-miR-182		non-small cell lung cancer	up	MiR-182 promotes cell proliferation by suppressing FBXW7 and FBXW11 in non-small cell lung cancer.
hsa-miR-224		non-small cell lung cancer	up	miR-224 enhances invasion and metastasis by targeting HOXD10 in non-small cell lung cancer cells.
hsa-miR-185		non-small cell lung cancer	down	MiR-185 inhibits cell proliferation and invasion of non-small cell lung cancer by targeting KLF7.
hsa-miR-17		non-small cell lung cancer	down	H19 promotes non-small-cell lung cancer (NSCLC) development through STAT3 signaling via sponging miR-17.
hsa-miR-21		non-small cell lung cancer	up	Effect of miR-21 on Apoptosis in Lung Cancer Cell Through Inhibiting the PI3K/ Akt/NF-?B Signaling Pathway in Vitro and in Vivo.
hsa-miR-760		non-small cell lung cancer	down	MiR-760 enhances TRAIL sensitivity in non-small cell lung cancer via targeting the protein FOXA1.
hsa-miR-498		non-small cell lung cancer	down	Targeting the HMGA2 oncogene by miR-498 inhibits non-small cell lung cancer biological behaviors.
hsa-miR-1260b		non-small cell lung cancer	up	MiR-1260b promotes the migration and invasion in non-small cell lung cancer via targeting PTPRK.
hsa-miR-223-5p		non-small cell lung cancer	down	MiR-223-5p suppresses tumor growth and metastasis in non-small cell lung cancer by targeting E2F8.
hsa-miR-126-5p		non-small cell lung cancer	down	miR-126-5p targets Malate Dehydrogenase 1 in non-small cell lung carcinomas.
hsa-miR-486-5p		non-small cell lung cancer	up	miR-486-5p functions as an oncogene by targeting PTEN in non-small cell lung cancer.
hsa-miR-449a		non-small cell lung cancer	down	MiR-449a suppresses tumor growth, migration and invasion in non-small cell lung cancer by targeting HMGB1-mediated NF-?B signaling way.
hsa-miR-148b		non-small cell lung cancer	down	MicroRNA-148b inhibits proliferation and the epithelial-mesenchymal transition and increases radiosensitivity in non-small cell lung carcinomas by regulating ROCK1.
hsa-miR-30b		non-small cell lung cancer	down	MicroRNA-30b inhibits non-small cell lung cancer cell growth by targeting the epidermal growth factor receptor.
hsa-miR-144		non-small cell lung cancer	down	A novel circular RNA hsa_circ_0020123 exerts oncogenic properties through suppression of miR-144 in non-small cell lung cancer.
hsa-miR-936		non-small cell lung cancer	down	Overexpression of microRNA-936 suppresses non-small cell lung cancer cell proliferation and invasion via targeting E2F2.
hsa-miR-935		non-small cell lung cancer	down	microRNA-935 is reduced in non-small-cell lung cancer tissue, is linked poor outcome, and acts on signal transduction mediator E2F7 and the AKT pathway.
hsa-miR-138		non-small cell lung cancer	down	HOXA4-regulated miR-138 suppresses proliferation and gefitinib resistance in non-small cell lung cancer.
hsa-miR-1179		non-small cell lung cancer	down	MicroRNA-1179 suppresses cell growth and invasion by targeting sperm-associated antigen 5-mediated Akt signaling in human non-small cell lung cancer.
hsa-miR-362		non-small cell lung cancer	up	Aberrant Expression of miR-362 Promotes Lung Cancer Metastasis through Downregulation of Sema3A.
hsa-miR-421		non-small cell lung cancer	up	Upregulated expression of miR-421 is associated with poor prognosis in non-small-cell lung cancer.
hsa-miR-449b		non-small cell lung cancer	down	Inhibitory Effect of MiR-449b on Cancer Cell Growth and Invasion through LGR4 in Non-Small-Cell Lung Carcinoma.
hsa-miR-486-5p		non-small cell lung cancer	down	miR-486-5p inhibits cell proliferation and invasion through repressing GAB2 in non-small cell lung cancer.
hsa-miR-1269a		non-small cell lung cancer	up	MiR-1269a acts as an onco-miRNA in non-small cell lung cancer via down-regulating SOX6.
hsa-miR-1258		non-small cell lung cancer	down	MicroRNA-1258 suppresses tumour progression via GRB2/Ras/Erk pathway in non-small-cell lung cancer.
hsa-miR-145		non-small cell lung cancer	down	miR-145 and miR-497 suppress TGF-?-induced epithelial-mesenchymal transition of non-small cell lung cancer by targeting MTDH.
hsa-miR-497		non-small cell lung cancer	down	miR-145 and miR-497 suppress TGF-?-induced epithelial-mesenchymal transition of non-small cell lung cancer by targeting MTDH.
hsa-miR-550a-3p		non-small cell lung cancer	up	MiR-550a-3p promotes non-small cell lung cancer cell proliferation and metastasis through down-regulating TIMP2.
hsa-miR-577		non-small cell lung cancer	down	miR-577 suppresses cell proliferation and epithelial-mesenchymal transition by regulating the WNT2B mediated Wnt/?-catenin pathway in non-small cell lung cancer.
hsa-miR-1256		non-small cell lung cancer	down	MiR-1256 suppresses proliferation and migration of non-small cell lung cancer via regulating TCTN1.
hsa-miR-182		non-small cell lung cancer	down	miR-182 suppresses invadopodia formation and metastasis in non-small cell lung cancer by targeting cortactin gene.
hsa-miR-106b		non-small cell lung cancer	up	Expression of microRNAs-106b in nonsmall cell lung cancer.
hsa-miR-340		non-small cell lung cancer	down	Lower miR-340 expression predicts poor prognosis of non-small cell lung cancer and promotes cell proliferation by targeting CDK4.
hsa-miR-154		non-small cell lung cancer	down	MicroRNA-154 functions as a tumor suppressor in non-small cell lung cancer through directly targeting B-cell-specific Moloney murine leukemia virus insertion site 1.
hsa-miR-4299		non-small cell lung cancer	down	MiR-4299 suppresses non-small cell lung cancer cell proliferation, migration and invasion through modulating PTEN/AKT/PI3K pathway.
hsa-miR-214		non-small cell lung cancer	up	Down-regulation of miR-214 inhibits proliferation and glycolysis in non-small-cell lung cancer cells via down-regulating the expression of hexokinase 2 and pyruvate kinase isozyme M2.
hsa-miR-760		non-small cell lung cancer	down	Correction to: MiR-760 suppresses non-small cell lung cancer proliferation and metastasis by targeting ROS1.
hsa-miR-19a	mir-19	non-small cell lung cancer	up	miRNA-19 promotes non-small-cell lung cancer cell proliferation via inhibiting CBX7 expression.
hsa-miR-24		non-small cell lung cancer	up	MiR-24 promotes migration and invasion of non-small cell lung cancer by targeting ZNF367.
hsa-miR-21-5p		non-small cell lung cancer	up	MiR-21-5p promotes the progression of non-small-cell lung cancer by regulating the expression of SMAD7.
hsa-miR-3607-3p		non-small cell lung cancer	down	miR-3607-3p suppresses non-small cell lung cancer (NSCLC) by targeting TGFBR1 and CCNE2.
hsa-miR-1204		non-small cell lung cancer	up	MicroRNA-1204 promotes cell proliferation by regulating PITX1 in non-small-cell lung cancer.
hsa-miR-148a-3p		non-small cell lung cancer	down	microRNA-148a-3p inhibited the proliferation and epithelial-mesenchymal transition progression of non-small-cell lung cancer via modulating Ras/MAPK/Erk signaling.
hsa-miR-582-5p		non-small cell lung cancer	down	miR-582-5p is a potential prognostic marker in human non-small cell lung cancer and functions as a tumor suppressor by targeting MAP3K2.
hsa-miR-495		non-small cell lung cancer	down	MicroRNA-495 inhibits the progression of non-small-cell lung cancer by targeting TCF4 and inactivating Wnt/?-catenin pathway.
hsa-miR-330-3p		non-small cell lung cancer	up	Circ_0078767 suppresses non-small-cell lung cancer by protecting RASSF1A expression via sponging miR-330-3p.
hsa-miR-451		non-small cell lung cancer	down	LncRNA TATDN1 contributes to the cisplatin resistance of non-small cell lung cancer through TATDN1/miR-451/TRIM66 axis.
hsa-miR-758		non-small cell lung cancer	down	Overexpression of miR-758 inhibited proliferation, migration, invasion, and promoted apoptosis of non-small cell lung cancer cells by negatively regulating HMGB.
hsa-miR-383		non-small cell lung cancer	down	microRNA-383 regulates cell viability and apoptosis by mediating Wnt/?-catenin signaling pathway in non-small cell lung cancer.
hsa-miR-520b		non-small cell lung cancer	up	MiR-520b promotes the progression of non-small cell lung cancer through activating Hedgehog pathway.
hsa-miR-145		non-small cell lung cancer	down	Serum levels of candidate microRNA diagnostic markers differ among the stages of non-small-cell lung cancer.
hsa-miR-520b		non-small cell lung cancer	down	Role of miR-520b in non-small cell lung cancer.
hsa-miR-30d-5p		non-small cell lung cancer	down	Expression Signature and Role of miR-30d-5p in Non-Small Cell Lung Cancer: a Comprehensive Study Based on in Silico Analysis of Public Databases and in Vitro Experiments.
hsa-miR-98-5p		non-small cell lung cancer	down	MicroRNA-98-5p inhibits proliferation and metastasis in non-small cell lung cancer by targeting TGFBR1.
hsa-miR-5195-3p		non-small cell lung cancer	down	MicroRNA-5195-3p plays a suppressive role in cell proliferation, migration and invasion by targeting MYO6 in human non-small cell lung cancer.
hsa-miR-33b		non-small cell lung cancer	down	Downregulation of miR-33b promotes non-small cell lung cancer cell growth through reprogramming glucose metabolism miR-33b regulates non-small cell lung cancer cell growth.
hsa-miR-302b-3p		non-small cell lung cancer	down	Downregulation of N-Acetylglucosaminyltransferase GCNT3 by miR-302b-3p Decreases Non-Small Cell Lung Cancer (NSCLC) Cell Proliferation, Migration and Invasion.
hsa-miR-647		non-small cell lung cancer	down	MicroRNA-647 promotes the therapeutic effectiveness of argon-helium cryoablation and inhibits cell proliferation through targeting TRAF2 via the NF-?B signaling pathway in non-small cell lung cancer.
hsa-miR-34c-3p		non-small cell lung cancer	down	Aptamer-miR-34c Conjugate Affects Cell Proliferation of Non-Small-Cell Lung Cancer Cells.
hsa-miR-133a		non-small cell lung cancer	down	MicroRNA-133a downregulated EGFR expression in human non-small cell lung cancer cells via AKT/ERK signaling.
hsa-miR-217		non-small cell lung cancer	down	MicroRNA-217 alleviates development of non-small cell lung cancer by inhibiting AKT3 via PI3K pathway.
hsa-miR-590-5p		non-small cell lung cancer	down	MicroRNA-590-5p suppresses the proliferation and invasion of non-small cell lung cancer by regulating GAB1.
hsa-miR-500a-3p		non-small cell lung cancer	down	MiRNA-500a-3p inhibits cell proliferation and invasion by targeting lymphocyte antigen 6 complex locus K (LY6K) in human non-small cell lung cancer.
hsa-miR-451a		non-small cell lung cancer	down	Regulation by Pink1 on the mitochondrial dysfunction in endothelial cells post the hypoxia mimetic agent CoCl2 treatment.
hsa-miR-451a		non-small cell lung cancer	down	MiR-451a suppressed cell migration and invasion in non-small cell lung cancer through targeting ATF2.
hsa-miR-4317		non-small cell lung cancer	down	miR-4317 suppresses non-small cell lung cancer (NSCLC) by targeting fibroblast growth factor 9 (FGF9) and cyclin D2 (CCND2).
hsa-miR-423-5p		non-small cell lung cancer	up	MiR-423-5p in brain metastasis: potential role in diagnostics and molecular biology.
hsa-miR-99b-5p		non-small cell lung cancer	down	miRNA-99b-5p targets FZD8 to inhibit non-small cell lung cancer proliferation, migration and invasion.
hsa-miR-510		non-small cell lung cancer	up	MicroRNA-510 Plays Oncogenic Roles in Non-Small Cell Lung Cancer by Directly Targeting SRC Kinase Signaling Inhibitor 1.
hsa-miR-142-3p		non-small cell lung cancer	down	MicroRNA-142-3p/MALAT1 inhibits lung cancer progression through repressing ?-catenin expression.
hsa-miR-330-3p		non-small cell lung cancer	up	The Key microRNAs Regulated the Development of Non-small Cell Lung Cancer by Targeting TGF-?-induced epithelial-mesenchymal Transition.
hsa-miR-516a-5p		non-small cell lung cancer	down	MiR-516a-5p inhibits the proliferation of non-small cell lung cancer by targeting HIST3H2A.
hsa-miR-345		non-small cell lung cancer	down	MicroRNA-345 suppresses cell invasion and migration in non-small cell lung cancer by directly targeting YAP1.
hsa-miR-331-3p		non-small cell lung cancer	down	MicroRNA-331-3p inhibits epithelial-mesenchymal transition by targeting ErbB2 and VAV2 through the Rac1/PAK1/?-catenin axis in non-small-cell lung cancer.
hsa-miR-122-5p		non-small cell lung cancer	up	MicroRNA-122-5p promotes the development of non-small cell lung cancer via downregulating p53 and activating PI3K-AKT pathway.
hsa-miR-25		non-small cell lung cancer	up	Clinical significance of serum miR-25 in non-small-cell lung cancer.
hsa-miR-448		non-small cell lung cancer	down	microRNA-448 inhibits the progression of non-small-cell lung cancer through regulating IRS2.
hsa-miR-1205		non-small cell lung cancer	down	MiR-1205 functions as a tumor suppressor by disconnecting the synergy between KRAS and MDM4/E2F1 in non-small cell lung cancer.
hsa-miR-382		non-small cell lung cancer	down	MicroRNA-382 inhibits cancer cell growth and metastasis in NSCLC via targeting LMO3.
hsa-miR-194		non-small cell lung cancer	down	miR-194 suppresses high glucose-induced non-small cell lung cancer cell progression by targeting NFAT5.
hsa-miR-5095		non-small cell lung cancer	down	Long noncoding RNA LINC01296 induces non-small cell lung cancer growth and progression through sponging miR-5095.
hsa-miR-433		non-small cell lung cancer	down	miR-433 suppresses tumor progression via Smad2 in non-small cell lung cancer.
hsa-miR-421		non-small cell lung cancer	up	MicroRNA-421 promotes proliferation and invasion of non-small cell lung cancer cells through targeting PDCD4.
hsa-miR-146a-5p		non-small cell lung cancer	down	Transcriptomic studies provide insights into the tumor suppressive role of miR-146a-5p in non-small cell lung cancer (NSCLC) cells.
hsa-miR-19a		non-small cell lung cancer	up	MicroRNA-19a promotes proliferative and migratory abilities of NSCLC cells by inhibiting PTEN expression.
hsa-miR-124		non-small cell lung cancer	down	Overexpression of LIMD2 promotes the progression of non-small cell lung cancer.
hsa-miR-615-3p		non-small cell lung cancer	down	Long non-coding RNA HOTTIP promotes hypoxia-induced glycolysis through targeting miR-615-3p/HMGB3 axis in non-small cell lung cancer cells.
hsa-miR-496		non-small cell lung cancer	down	miR-496 suppress tumorigenesis via targeting BDNF-mediated PI3K/Akt signaling pathway in non-small cell lung cancer.
hsa-miR-150		non-small cell lung cancer	up	C-myc/miR-150/EPG5 axis mediated dysfunction of autophagy promotes development of non-small cell lung cancer.
hsa-miR-3934-5p		non-small cell lung cancer	up	Downregulation of miR-3934-5p enhances A549 cell sensitivity to cisplatin by targeting TP53INP1.
hsa-miR-34c		non-small cell lung cancer	down	MiR-34c acts as a tumor suppressor in non-small cell lung cancer by inducing endoplasmic reticulum stress through targeting HMGB1.
hsa-miR-302a-5p		non-small cell lung cancer	down	MiR-302a-5p suppresses cell proliferation and invasion in non-small cell lung carcinoma by targeting ITGA6.
hsa-miR-149-3p		non-small cell lung cancer	up	LINC00472 Acts as a Tumor Suppressor in NSCLC through KLLN-Mediated p53-Signaling Pathway via MicroRNA-149-3p and MicroRNA-4270.
hsa-miR-4270		non-small cell lung cancer	up	LINC00472 Acts as a Tumor Suppressor in NSCLC through KLLN-Mediated p53-Signaling Pathway via MicroRNA-149-3p and MicroRNA-4270.
hsa-miR-337		non-small cell lung cancer	down	Hsa-miR-337 inhibits non-small cell lung cancer cell invasion and migration by targeting TCF7.
hsa-miR-140-5p		non-small cell lung cancer	down	Effect of miR-140-5p on the regulation of proliferation and apoptosis in NSCLC and its underlying mechanism.
hsa-miR-205		non-small cell lung cancer	up	Serum microRNA Signature Is Capable of Early Diagnosis for Non-Small Cell Lung Cancer.
hsa-miR-337		non-small cell lung cancer	up	Serum microRNA Signature Is Capable of Early Diagnosis for Non-Small Cell Lung Cancer.
hsa-miR-30b		non-small cell lung cancer	up	Serum microRNA Signature Is Capable of Early Diagnosis for Non-Small Cell Lung Cancer.
hsa-miR-146b		non-small cell lung cancer	up	Serum microRNA Signature Is Capable of Early Diagnosis for Non-Small Cell Lung Cancer.
hsa-miR-29c		non-small cell lung cancer	up	Serum microRNA Signature Is Capable of Early Diagnosis for Non-Small Cell Lung Cancer.
hsa-miR-196a		non-small cell lung cancer	up	Downregulation of microRNA-196a inhibits stem cell self-renewal ability and stemness in non-small-cell lung cancer through upregulating GPX3 expression.
hsa-miR-4262		non-small cell lung cancer	up	Involvement of miR-4262 in paclitaxel resistance through the regulation of PTEN in non-small cell lung cancer.
hsa-miR-877		non-small cell lung cancer	down	MicroRNA-877 inhibits cell proliferation and invasion in non-small cell lung cancer by directly targeting IGF-1R.
hsa-miR-191		non-small cell lung cancer	up	MicroRNA-191 targets CCAAT/enhanced binding protein ? and functions as an oncogenic molecule in human non-small cell lung carcinoma cells.
hsa-miR-25		non-small cell lung cancer	up	Low plasma miR-25 expression is a favorite prognosis factor in non-small cell lung cancer.
hsa-miR-296-3p		non-small cell lung cancer	down	MiR-296-3p may affect the proliferation and migration of non-small cell lung cancer cells via regulating RABL3.
hsa-miR-20b-5p		non-small cell lung cancer	up	Regulation of BTG3 by microRNA-20b-5p in non-small cell lung cancer.
hsa-miR-940		non-small cell lung cancer	down	MiR-940 inhibits TGF-?-induced epithelial-mesenchymal transition and cell invasion by targeting Snail in non-small cell lung cancer.
hsa-miR-199a-5p		non-small cell lung cancer	down	MiR-199a-5p suppresses non-small cell lung cancer via targeting MAP3K11.
hsa-miR-1204		non-small cell lung cancer	down	The miR-1204 regulates apoptosis in NSCLC cells by targeting DEK.
hsa-miR-675-5p		non-small cell lung cancer	up	Upregulation of miR-675-5p induced by lncRNA H19 was associated with tumor progression and development by targeting tumor suppressor p53 in non-small cell lung cancer.
hsa-miR-422a		non-small cell lung cancer	down	MicroRNA-422a functions as a tumor suppressor in non-small cell lung cancer through SULF2-mediated TGF-?/SMAD signaling pathway.
hsa-miR-218		non-small cell lung cancer	down	Downregulation of miR-218 by nicotine promotes cell proliferation through targeting CDK6 in non-small cell lung cancer.
hsa-miR-1197		non-small cell lung cancer	up	MicroRNA-1197 downregulation inhibits proliferation and migration in human non- small cell lung cancer cells by upregulating HOXC11.
hsa-miR-582-5p		non-small cell lung cancer	down	MicroRNA-582-5p suppresses non-small cell lung cancer cells growth and invasion via downregulating NOTCH1.
hsa-miR-340-5p		non-small cell lung cancer	down	MicroRNA-340-5p suppresses non-small cell lung cancer cell growth and metastasis by targeting ZNF503.
hsa-miR-17-5p		non-small cell lung cancer	up	Detection of circulating exosomal miR-17-5p serves as a novel non-invasive diagnostic marker for non-small cell lung cancer patients.
hsa-miR-133a		non-small cell lung cancer	down	MiR-133a suppressed cell migration and invasion by targeting SOX4 in non-small cell lung cancer.
hsa-miR-21		non-small cell lung cancer	up	miR-21 regulates growth and EMT in lung cancer cells via PTEN/Akt/GSK3? signaling.
hsa-miR-660-5p		non-small cell lung cancer	up	Exosomal miR-660-5p promotes tumor growth and metastasis in non-small cell lung cancer.
